sample.no,year,date,sanctuary,status,site.new,complexity,algal.cover,size.class,count
1072,2016,2016-01-01,Parker Point,No-take,Parker Point.No-take,3,2,sub.legal,0
1073,2016,2016-01-01,Parker Point,No-take,Parker Point.No-take,0,2,sub.legal,0
1074,2016,2016-01-01,Parker Point,No-take,Parker Point.No-take,1,2,sub.legal,0
1075,2016,2016-01-01,Parker Point,No-take,Parker Point.No-take,1,2,sub.legal,0
1076,2016,2016-01-01,Parker Point,No-take,Parker Point.No-take,4,1,sub.legal,1
1077,2016,2016-01-01,Parker Point,No-take,Parker Point.No-take,4,3,sub.legal,1
1078,2016,2016-01-01,Parker Point,No-take,Parker Point.No-take,2,2,sub.legal,1
1079,2016,2016-01-01,Parker Point,No-take,Parker Point.No-take,3,3,sub.legal,0
1080,2016,2016-01-01,Parker Point,No-take,Parker Point.No-take,3,3,sub.legal,0
1081,2016,2016-01-01,Parker Point,No-take,Parker Point.No-take,4,0,sub.legal,0
1082,2016,2016-01-01,Parker Point,No-take,Parker Point.No-take,4,1,sub.legal,0
1083,2016,2016-01-01,Parker Point,No-take,Parker Point.No-take,4,1,sub.legal,0
1084,2016,2016-01-01,Parker Point,No-take,Parker Point.No-take,2,1,sub.legal,0
1085,2016,2016-01-01,Parker Point,No-take,Parker Point.No-take,1,3,sub.legal,0
1086,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,4,2,sub.legal,1
1087,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,2,1,sub.legal,0
1088,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,3,2,sub.legal,0
1089,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,2,1,sub.legal,0
1090,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,3,3,sub.legal,0
1091,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,1,1,sub.legal,0
1092,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,3,2,sub.legal,0
1093,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,2,2,sub.legal,0
1094,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,2,1,sub.legal,0
1095,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,3,1,sub.legal,0
1096,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,0,2,sub.legal,0
1097,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,1,2,sub.legal,0
1098,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,3,2,sub.legal,0
1099,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,4,2,sub.legal,0
1100,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,1,2,sub.legal,0
1101,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,3,2,sub.legal,0
1102,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,4,2,sub.legal,0
1103,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,1,1,sub.legal,0
1104,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,1,2,sub.legal,0
1105,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,4,1,sub.legal,0
1106,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,2,2,sub.legal,0
1107,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,2,1,sub.legal,0
1108,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,2,3,sub.legal,0
1109,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,2,3,sub.legal,0
1110,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,2,1,sub.legal,0
1111,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,2,3,sub.legal,0
1112,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,3,2,sub.legal,0
1113,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,2,1,sub.legal,0
1114,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,4,3,sub.legal,1
1115,2016,2016-01-01,Parker Point,Fished,Parker Point.Fished,2,2,sub.legal,0
1116,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,2,2,sub.legal,0
1117,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,3,1,sub.legal,0
1118,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,3,1,sub.legal,0
1119,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,3,1,sub.legal,0
1120,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,2,2,sub.legal,0
1121,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,3,1,sub.legal,1
1122,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,2,1,sub.legal,1
1123,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,4,1,sub.legal,0
1124,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,2,2,sub.legal,0
1125,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,3,1,sub.legal,0
1126,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,4,3,sub.legal,0
1127,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,3,3,sub.legal,0
1128,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,3,3,sub.legal,0
1129,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,2,3,sub.legal,0
1130,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,4,3,sub.legal,0
1131,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,3,3,sub.legal,0
1132,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,3,1,sub.legal,0
1133,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,4,2,sub.legal,0
1134,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,4,1,sub.legal,0
1135,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,4,2,sub.legal,1
1136,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,3,2,sub.legal,0
1137,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,3,3,sub.legal,0
1138,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,1,2,sub.legal,0
1139,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,2,2,sub.legal,0
1140,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,3,2,sub.legal,3
1141,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,3,2,sub.legal,0
1142,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,3,2,sub.legal,0
1143,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,2,2,sub.legal,1
1144,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,3,1,sub.legal,0
1145,2016,2016-01-01,Green Island,No-take,Mary Cove.No-take,4,2,sub.legal,0
1146,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,1,1,sub.legal,0
1147,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,3,1,sub.legal,0
1148,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,2,2,sub.legal,0
1149,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,2,2,sub.legal,0
1150,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,2,2,sub.legal,0
1151,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,2,2,sub.legal,0
1152,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,1,2,sub.legal,0
1153,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,3,2,sub.legal,0
1154,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,2,1,sub.legal,0
1155,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,3,1,sub.legal,1
1156,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,2,3,sub.legal,0
1157,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,3,3,sub.legal,0
1158,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,2,2,sub.legal,0
1159,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,1,2,sub.legal,0
1160,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,3,2,sub.legal,0
1161,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,2,2,sub.legal,0
1162,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,1,2,sub.legal,0
1163,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,1,2,sub.legal,0
1164,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,3,2,sub.legal,0
1165,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,3,2,sub.legal,0
1166,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,3,1,sub.legal,0
1167,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,3,3,sub.legal,0
1168,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,3,3,sub.legal,0
1169,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,4,3,sub.legal,2
1170,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,2,3,sub.legal,0
1171,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,2,3,sub.legal,0
1172,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,3,2,sub.legal,0
1173,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,4,2,sub.legal,0
1174,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,4,2,sub.legal,0
1175,2016,2016-01-01,Green Island,Fished,West Salmon.Fished,4,2,sub.legal,0
1176,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,1,2,sub.legal,0
1177,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,2,2,sub.legal,0
1178,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,2,2,sub.legal,0
1179,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,1,1,sub.legal,0
1180,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,2,2,sub.legal,0
1181,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,3,1,sub.legal,0
1182,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,2,1,sub.legal,0
1183,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,3,2,sub.legal,0
1184,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,2,3,sub.legal,1
1185,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,3,2,sub.legal,0
1186,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,2,2,sub.legal,0
1187,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,1,2,sub.legal,0
1188,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,3,2,sub.legal,0
1189,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,2,2,sub.legal,0
1190,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,2,2,sub.legal,0
1191,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,2,2,sub.legal,0
1192,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,3,2,sub.legal,0
1193,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,2,2,sub.legal,0
1194,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,2,1,sub.legal,0
1195,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,2,3,sub.legal,0
1196,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,4,3,sub.legal,2
1197,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,3,3,sub.legal,0
1198,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,3,3,sub.legal,1
1199,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,2,1,sub.legal,0
1200,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,3,3,sub.legal,0
1201,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,4,3,sub.legal,0
1202,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,3,3,sub.legal,0
1203,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,4,3,sub.legal,0
1204,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,4,3,sub.legal,0
1205,2016,2016-01-01,Parker Point,Fished,Fairbridge.Fished,4,3,sub.legal,0
1206,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,4,2,sub.legal,0
1207,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,2,1,sub.legal,0
1208,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,4,1,sub.legal,0
1209,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,2,1,sub.legal,0
1210,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,1,1,sub.legal,0
1211,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,2,2,sub.legal,1
1212,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,1,1,sub.legal,0
1213,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,sub.legal,0
1214,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,2,3,sub.legal,0
1215,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,2,1,sub.legal,0
1216,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,3,2,sub.legal,0
1217,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,sub.legal,0
1218,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,sub.legal,0
1219,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,sub.legal,0
1220,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,2,2,sub.legal,2
1221,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,2,2,sub.legal,0
1222,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,sub.legal,0
1223,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,4,2,sub.legal,0
1224,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,1,1,sub.legal,0
1225,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,2,2,sub.legal,2
1226,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,3,3,sub.legal,0
1227,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,3,3,sub.legal,0
1228,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,3,1,sub.legal,0
1229,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,3,3,sub.legal,0
1230,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,2,3,sub.legal,0
1231,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,4,3,sub.legal,1
1232,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,4,3,sub.legal,0
1233,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,2,2,sub.legal,0
1234,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,3,2,sub.legal,3
1235,2016,2016-01-01,Armstrong Bay,Fished,Ricey Beach.Fished,3,1,sub.legal,0
1236,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,1,1,sub.legal,0
1237,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,2,1,sub.legal,0
1238,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,4,1,sub.legal,1
1239,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,1,1,sub.legal,0
1240,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,1,1,sub.legal,0
1241,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,4,1,sub.legal,2
1242,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,2,1,sub.legal,0
1243,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,2,2,sub.legal,0
1244,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,4,1,sub.legal,0
1245,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,2,1,sub.legal,1
1246,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,sub.legal,1
1247,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,2,2,sub.legal,0
1248,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,4,1,sub.legal,1
1249,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,4,1,sub.legal,0
1250,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,sub.legal,0
1251,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,sub.legal,0
1252,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,sub.legal,0
1253,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,sub.legal,0
1254,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,sub.legal,2
1255,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,4,2,sub.legal,1
1256,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,3,1,sub.legal,0
1257,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,4,2,sub.legal,1
1258,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,4,2,sub.legal,0
1259,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,4,3,sub.legal,0
1260,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,4,3,sub.legal,0
1261,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,2,2,sub.legal,0
1262,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,4,1,sub.legal,1
1263,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,4,3,sub.legal,2
1264,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,2,3,sub.legal,0
1265,2016,2016-01-01,Armstrong Bay,No-take,Little Armstrong.No-take,4,2,sub.legal,2
1266,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,3,3,sub.legal,0
1267,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,4,3,sub.legal,0
1268,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,4,2,sub.legal,0
1269,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,2,2,sub.legal,0
1270,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,1,3,sub.legal,0
1271,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,2,3,sub.legal,0
1272,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,1,3,sub.legal,0
1273,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,3,1,sub.legal,0
1274,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,4,3,sub.legal,3
1275,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,2,1,sub.legal,0
1276,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,0,2,sub.legal,0
1277,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,1,1,sub.legal,0
1278,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,1,2,sub.legal,0
1279,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,2,1,sub.legal,0
1280,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,1,1,sub.legal,0
1281,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,2,2,sub.legal,0
1282,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,2,1,sub.legal,0
1283,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,4,1,sub.legal,0
1284,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,3,3,sub.legal,0
1285,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,4,1,sub.legal,2
1286,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,2,1,sub.legal,0
1287,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,4,3,sub.legal,0
1288,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,4,1,sub.legal,0
1289,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,4,3,sub.legal,0
1290,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,1,1,sub.legal,0
1291,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,4,1,sub.legal,0
1292,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,4,3,sub.legal,1
1293,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,4,3,sub.legal,0
1294,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,3,3,sub.legal,0
1295,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,4,3,sub.legal,4
1296,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,4,3,sub.legal,1
1297,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,3,3,sub.legal,0
1298,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,2,3,sub.legal,0
1299,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,2,2,sub.legal,0
1300,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,4,1,sub.legal,3
1301,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,2,3,sub.legal,0
1302,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,2,1,sub.legal,0
1303,2018,2018-01-20,Armstrong Bay,Fished,City of York.Fished,2,1,sub.legal,0
1304,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,2,1,sub.legal,0
1305,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,3,1,sub.legal,1
1306,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,4,3,sub.legal,2
1307,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,4,3,sub.legal,0
1308,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,4,3,sub.legal,1
1309,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,4,3,sub.legal,0
1310,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,3,3,sub.legal,0
1311,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,3,3,sub.legal,0
1312,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,3,3,sub.legal,0
1313,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,4,1,sub.legal,1
1314,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,1,2,sub.legal,0
1315,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,2,3,sub.legal,0
1316,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,4,3,sub.legal,1
1317,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,2,3,sub.legal,0
1318,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,3,3,sub.legal,0
1319,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,2,3,sub.legal,0
1320,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,1,2,sub.legal,0
1321,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,3,2,sub.legal,0
1322,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,3,2,sub.legal,6
1323,2018,2018-01-20,Green Island,No-take,Mary Cove.No-take,1,1,sub.legal,4
1324,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,4,1,sub.legal,0
1325,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,4,3,sub.legal,6
1326,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,4,1,sub.legal,1
1327,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,3,2,sub.legal,0
1328,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,3,2,sub.legal,0
1329,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,3,2,sub.legal,0
1330,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,4,2,sub.legal,2
1331,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,3,2,sub.legal,0
1332,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,1,3,sub.legal,0
1333,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,2,3,sub.legal,0
1334,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,4,3,sub.legal,4
1335,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,4,1,sub.legal,2
1336,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,3,3,sub.legal,0
1337,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,2,3,sub.legal,0
1338,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,2,3,sub.legal,0
1339,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,2,3,sub.legal,0
1340,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,4,1,sub.legal,1
1341,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,2,3,sub.legal,0
1342,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,2,3,sub.legal,0
1343,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,4,3,sub.legal,0
1344,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,4,1,sub.legal,2
1345,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,4,3,sub.legal,1
1346,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,4,3,sub.legal,0
1347,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,3,3,sub.legal,0
1348,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,4,3,sub.legal,0
1349,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,4,3,sub.legal,0
1350,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,4,3,sub.legal,3
1351,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,4,3,sub.legal,1
1352,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,2,3,sub.legal,0
1353,2018,2018-01-21,Parker Point,No-take,Salmon Bay.No-take,4,3,sub.legal,6
1354,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,3,3,sub.legal,1
1355,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,3,1,sub.legal,0
1356,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,3,3,sub.legal,0
1357,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,2,3,sub.legal,0
1358,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,3,3,sub.legal,1
1359,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,3,3,sub.legal,0
1360,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,3,1,sub.legal,1
1361,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,3,1,sub.legal,0
1362,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,3,3,sub.legal,1
1363,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,4,3,sub.legal,2
1364,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,3,1,sub.legal,0
1365,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,2,1,sub.legal,0
1366,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,3,3,sub.legal,2
1367,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,3,3,sub.legal,0
1368,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,4,1,sub.legal,0
1369,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,4,3,sub.legal,1
1370,2018,2018-01-21,Armstrong Bay,No-take,Little Armstrong.No-take,3,3,sub.legal,0
