sample.no,year,date,sanctuary,status,site.new,complexity,algal.cover,size.class,count
1393,2018,2018-01-22,Green Island,No-take,Green Island.No-take,1,1,legal,0
1394,2018,2018-01-22,Green Island,No-take,Green Island.No-take,4,0,legal,1
1395,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,2,legal,0
1396,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,2,legal,0
1397,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,3,legal,0
1398,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,2,legal,0
1399,2018,2018-01-22,Green Island,No-take,Green Island.No-take,3,2,legal,0
1400,2018,2018-01-22,Green Island,No-take,Green Island.No-take,1,3,legal,0
1401,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,1,legal,1
1402,2018,2018-01-22,Green Island,No-take,Green Island.No-take,3,3,legal,0
1403,2018,2018-01-22,Green Island,No-take,Green Island.No-take,4,3,legal,0
1404,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,2,legal,0
1405,2018,2018-01-22,Green Island,No-take,Green Island.No-take,3,3,legal,0
1406,2018,2018-01-22,Green Island,No-take,Green Island.No-take,3,3,legal,0
1407,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,3,legal,0
1408,2018,2018-01-22,Green Island,No-take,Green Island.No-take,4,3,legal,1
1409,2018,2018-01-22,Green Island,No-take,Green Island.No-take,4,3,legal,0
1410,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,3,legal,0
1411,2018,2018-01-22,Green Island,No-take,Green Island.No-take,4,3,legal,2
1412,2018,2018-01-22,Green Island,No-take,Green Island.No-take,2,3,legal,0
1413,2018,2018-01-22,Green Island,No-take,Green Island.No-take,1,3,legal,0
1414,2018,2018-01-22,Green Island,No-take,Green Island.No-take,4,3,legal,0
1415,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,legal,0
1416,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,legal,0
1417,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,3,1,legal,0
1418,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,4,1,legal,0
1419,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,4,1,legal,0
1420,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,4,1,legal,0
1421,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,3,3,legal,0
1422,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,1,1,legal,0
1423,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,4,3,legal,0
1424,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,4,3,legal,0
1425,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,3,1,legal,0
1426,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,4,2,legal,0
1427,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,3,1,legal,0
1428,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,4,2,legal,0
1429,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,legal,0
1430,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,1,3,legal,0
1431,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,3,1,legal,0
1432,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,legal,0
1433,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,2,legal,0
1434,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,legal,0
1435,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,1,1,legal,0
1436,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,3,legal,0
1437,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,3,legal,0
1438,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,legal,0
1439,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,4,3,legal,0
1440,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,3,3,legal,0
1441,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,3,legal,0
1442,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,1,3,legal,0
1443,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,2,2,legal,0
1444,2018,2018-01-22,Armstrong Bay,Fished,Geordie Bay.Fished,3,3,legal,0
1445,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,2,2,legal,0
1446,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,4,1,legal,0
1447,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,2,2,legal,0
1448,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,4,3,legal,0
1449,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,3,3,legal,0
1450,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,2,3,legal,0
1451,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,3,3,legal,0
1452,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,2,2,legal,0
1453,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,4,3,legal,0
1454,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,4,1,legal,0
1455,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,2,3,legal,0
1456,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,3,1,legal,0
1457,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,3,1,legal,0
1458,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,3,1,legal,0
1459,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,2,1,legal,0
1460,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,3,1,legal,0
1461,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,2,1,legal,0
1462,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,2,1,legal,0
1463,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,3,1,legal,0
1464,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,1,1,legal,0
1465,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,1,2,legal,0
1466,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,2,3,legal,0
1467,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,3,2,legal,1
1468,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,4,3,legal,0
1469,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,4,3,legal,0
1470,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,4,3,legal,0
1471,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,3,2,legal,0
1472,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,4,3,legal,0
1473,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,1,1,legal,0
1474,2018,2018-01-23,Parker Point,Fished,Parker Point.Fished,4,3,legal,0
1475,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,2,3,legal,0
1476,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,legal,0
1477,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,legal,2
1478,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,legal,0
1479,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,2,3,legal,0
1480,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,3,legal,0
1481,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,3,legal,0
1482,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,legal,1
1483,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,1,1,legal,0
1484,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,1,legal,0
1485,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,legal,0
1486,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,3,legal,0
1487,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,3,legal,1
1488,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,3,legal,2
1489,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,1,legal,0
1490,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,1,legal,0
1491,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,legal,1
1492,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,3,legal,3
1493,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,1,3,legal,0
1494,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,1,3,legal,0
1495,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,legal,0
1496,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,1,legal,1
1497,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,legal,0
1498,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,3,legal,1
1499,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,1,legal,0
1500,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,3,legal,2
1501,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,2,3,legal,1
1502,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,4,3,legal,0
1503,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,legal,0
1504,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,2,1,legal,0
1505,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,legal,0
1506,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,1,legal,0
1507,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,3,legal,0
1508,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,2,3,legal,0
1509,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,2,legal,0
1510,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,0,1,legal,0
1511,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,3,1,legal,0
1512,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,2,3,legal,0
1513,2018,2018-01-25,Parker Point,No-take,Little Salmon.No-take,2,3,legal,1
1514,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,3,3,legal,0
1515,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,1,1,legal,0
1516,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,3,1,legal,0
1517,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,3,3,legal,0
1518,2018,2018-01-25,Armstrong Bay,Fished,Parakeet Bay.Fished,1,3,legal,0
