Id,dst_jettie,dst_moorin,dst_cst,dst_sank,depth,zone,X,Y,coords.x1,coords.x2,optional,year,ID_1,Pots,FID_,POINT_X,POINT_Y,id,lat,lon
0,530.106,259.226,270.962,521.432,-5.85625,N,360168.0316,6459965.1298,360168.03160000034,6459965.1298,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.987750690696753,115.51986663035373
0,459.935,188.973,263.434,576.946,-3.64988,N,360218.0131,6459911.9628,360218.0131000001,6459911.9628,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98823636294266,115.5203878393858
0,468.974,198.266,255.39,562.959,-2.2904,N,360203.5175,6459907.8241,360203.5175000001,6459907.8241,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98827190014902,115.52023384587177
0,453.396,183.539,242.49,571.572,-2.19733,N,360205.9895,6459890.7832,360205.98950000014,6459890.7832,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98842589390307,115.52025753716772
0,443.983,173.315,248.647,585.31,-2.14489,N,360222.7415,6459893.6393,360222.74149999954,6459893.6393,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.9884022026542,115.52043522275707
0,436.748,167.672,229.41,584.52,-1.40943,N,360217.451,6459871.2384,360217.45100000035,6459871.2384,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.988603579274073,115.52037599428773
0,425.972,155.291,230.659,601.959,-2.24321,N,360235.2143,6459881.989,360235.2143000001,6459881.989,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98850881364313,115.52056552492154
0,449.354,181.209,226.946,569.908,-1.60083,N,360201.7464,6459873.6504,360201.7463999996,6459873.6504,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98857988770358,115.5202101549678
0,380.22,132.356,140.329,698.895,-2.10425,N,360344.2846,6459928.1376,360344.2845999999,6459928.1376,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.988106061103853,115.52172640006081
0,389.409,132.827,160.669,679.588,-1.58117,N,360324.2109,6459922.6094,360324.2109000003,6459922.6094,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.988153443767445,115.52151317807765
0,378.243,114.104,174.608,673.104,-1.27047,N,360313.3422,6459898.8189,360313.34219999984,6459898.8189,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98836666561253,115.52139472176394
0,361.176,92.9868,163.216,677.452,-0.818183,N,360313.6654,6459875.1814,360313.6654000003,6459875.1814,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98857988773037,115.52139472155052
0,360.829,104.382,150.386,697.804,-0.899463,N,360336.8632,6459897.8271,360336.86319999956,6459897.8271,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98837851091865,115.52164348080878
0,366.976,125.374,125.872,714.35,-2.15144,N,360357.7688,6459924.3817,360357.7687999997,6459924.3817,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98814159733432,115.5218685480776
0,344.351,100.105,126.466,722.524,-2.28778,N,360362.6226,6459896.8658,360362.62260000035,6459896.8658,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98839035661684,115.52191593142334
0,339.417,82.4456,141.57,710.931,-2.92491,N,360348.3065,6459879.5954,360348.30649999995,6459879.5954,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.988544350222128,115.52176193796261
0,353.553,89.4248,155.532,691.255,-1.61525,N,360327.0418,6459879.3046,360327.0417999998,6459879.3046,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98854435089969,115.52153686939728
0,378.375,118.825,162.756,681.516,-1.34388,N,360322.188,6459906.8205,360322.1880000001,6459906.8205,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98829559150972,115.52148948701884
0,399.576,138.627,175.607,664.698,-2.37037,N,360305.2026,6459921.0361,360305.2026000004,6459921.0361,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.988165288946593,115.52131180238318
0,398.167,149.135,150.053,687.485,-3.31165,N,360329.5376,6459942.3839,360329.5376000004,6459942.3839,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.987975758004964,115.52157240683623
0,380.056,145.057,120.08,717.37,-4.03924,N,360360.8751,6459942.8123,360360.87509999983,6459942.8123,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.987975758047675,115.5219040852699
0,353.942,120.08,111.781,729.82,-3.1386,N,360372.4261,6459916.7014,360372.4260999998,6459916.7014,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98821267147004,115.52202254248003
0,361.66,111.781,138.266,706.276,-1.31373,N,360349.0307,6459908.5009,360349.0307,6459908.5009,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.988283746082523,115.5217737831376
0,329.214,80.1401,131.977,725.699,-2.81873,N,360363.9751,6459879.8096,360363.9751000004,6459879.8096,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98854435011629,115.52192777662133
0,462.86,244.951,125.374,720.706,-4.05104,N,360366.2082,6460044.02,360366.2082000002,6460044.02,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.987063641514503,115.52197515927382
0,450.16,225.177,128.524,710.016,-2.80431,N,360358.643,6460024.215,360358.64300000016,6460024.215,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98724132664915,115.52189223969471
0,447.264,230.008,115.411,725.131,-2.79251,N,360372.0376,6460027.0249,360372.0376000004,6460027.0249,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98721763584605,115.52203438793464
0,451.601,240.42,109.637,735.465,-2.74924,N,360384.1694,6460040.3251,360384.1694,6460040.3251,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.987099179098813,115.52216469023384
0,478.444,264.994,130.358,726.938,-6.52091,N,360370.3979,6460065.0922,360370.3979000002,6460065.0922,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.986874111582708,115.52202254234652
0,485.547,260.716,149.803,701.643,-8.45853,N,360344.7637,6460056.8612,360344.7637,6460056.8612,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.986945185375323,115.52175009131489
0,462.103,231.308,144.28,695.149,-4.13494,N,360340.6639,6460029.223,360340.66390000004,6460029.223,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98719394383482,115.52170270910617
0,594.692,407.411,210.908,789.304,-7.44121,N,360414.3837,6460204.9178,360414.3837000001,6460204.9178,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98561847026743,115.52250821493706
0,602.395,411.409,220.467,780.885,-6.47896,N,360399.7978,6460207.3454,360399.7977999998,6460207.3454,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98559477878707,115.52235422043972
0,621.507,431.336,237.492,786.243,-7.27472,N,360402.8864,6460227.0892,360402.8864000002,6460227.0892,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.985417093543138,115.52238975816479
0,616.014,433.416,228.044,805.46,-4.93726,N,360421.8953,6460228.6623,360421.8953,6460228.6623,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.985405248341163,115.52259113409067
0,589.289,410.101,201.206,808.695,-6.94698,N,360431.1721,6460205.1472,360431.1721000001,6460205.1472,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.985618469908772,115.52268590010122
0,572.686,388.831,188.642,794.354,-7.96953,N,360423.6245,6460184.029,360423.6244999999,6460184.029,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98580800131625,115.52260297968351
0,577.054,386.995,197.001,779.732,-7.11085,N,360405.699,6460185.0976,360405.699,6460185.0976,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.985796154990688,115.52241344920846
0,637.936,452.154,250.4,801.603,-6.92469,N,360413.8095,6460246.94,360413.80950000044,6460246.94,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.985239408658217,115.5225082142129
0,643.552,450.604,259.804,782.547,-9.44569,N,360390.3057,6460246.6188,360390.3057000004,6460246.6188,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.9852394091287,115.52225945559462
0,618.12,420.184,240.004,764.259,-6.9614,N,360382.8479,6460218.9347,360382.8479000004,6460218.9347,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98548816801205,115.52217653545343
0,597.961,394.953,226.339,748.082,-7.33634,N,360370.8774,6460193.8158,360370.87739999965,6460193.8158,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98571323550869,115.52204623314688
0,561.248,366.158,187.646,765.696,-7.40975,N,360394.7759,6460165.2467,360394.7758999998,6460165.2467,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.985973840646974,115.52229499220677
0,564.533,378.243,183.062,787.323,-8.12161,N,360417.0707,6460172.1186,360417.07070000004,6460172.1186,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98591461158259,115.52253190639888
0,572.271,396.468,183.335,814.96,-8.41658,N,360440.3591,6460188.198,360440.3591,6460188.198,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.985772463643507,115.52278066538486
0,605.127,431.77,213.557,828.221,-5.11162,N,360445.4529,6460225.0438,360445.4528999999,6460225.0438,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98544078533053,115.52283989303159
0,641.471,465.203,249.85,828.448,-6.71493,N,360437.1519,6460259.0798,360437.15189999994,6460259.0798,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.985132797917746,115.52275697331952
0,629.259,448.937,239.587,814.469,-5.68975,N,360428.3954,6460244.5124,360428.3953999998,6460244.5124,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.985263099936276,115.52266220816739
0,665.844,336.719,264.947,1191.28,-7.72045,N,360813.9747,6460257.6531,360813.97470000014,6460257.6531,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.985192026543587,115.52674422645714
0,641.939,323.045,245.41,1172.54,-7.57493,N,360795.2161,6460237.696,360795.21609999985,6460237.696,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.985369711505804,115.52654284929623
0,622.952,286.168,215.015,1191.66,-4.97134,N,360821.3519,6460209.1565,360821.3519000001,6460209.1565,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.985630316115948,115.52681529959351
0,643.339,303.584,235.166,1200.09,-5.2768,N,360826.6797,6460228.9306,360826.6797000002,6460228.9306,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98545263119754,115.52687452798924
0,640.672,314.778,240.004,1181.38,-8.07835,N,360805.3786,6460231.2673,360805.3786000004,6460231.2673,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.985428939693758,115.52664946022962
0,607.332,292.943,210.908,1161.25,-5.33841,N,360792.3416,6460202.1941,360792.3415999999,6460202.1941,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.985689544258932,115.52650731305232
0,599.234,292.9,207.142,1150.56,-4.95692,N,360781.203,6460198.102,360781.20299999975,6460198.102,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.985725081401405,115.52638885591503
0,597.061,248.194,181.071,1201.14,-3.65906,N,360835.3014,6460171.2569,360835.30140000023,6460171.2569,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98597384040846,115.5269574482432
0,575.732,270.962,182.446,1146.7,-2.38348,N,360781.543,6460173.1514,360781.5429999996,6460173.1514,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.985950148654258,115.52638885594
0,606.55,265.653,195.217,1193.41,-3.76,N,360826.0793,6460190.8328,360826.07930000033,6460190.8328,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.985796155479452,115.52686268287486
0,637.544,283.713,221.992,1217.14,-4.73274,N,360848.1418,6460214.7752,360848.14180000033,6460214.7752,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98558293308498,115.52709959617341
0,552.361,249.6,157.845,1143.37,-2.41364,N,360781.8472,6460150.8271,360781.8471999997,6460150.8271,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.986151525321496,115.52638885582036
0,579.065,221.315,157.845,1207.9,-3.35098,N,360846.7798,6460150.3983,360846.77979999967,6460150.3983,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98616337091239,115.52707590505779
0,617.068,258.26,198.077,1218.13,-4.20967,N,360849.6187,6460188.5266,360849.61870000046,6460188.5266,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.985819846507614,115.52711144140456
